season,league_match,home,team_1,team_2,outcome,goals_conceded_t1,goals_conceced_t2,goals_scored_t1,goals_scored_t2,home_wins_t1,home_wins_t2,away_wins_t1,away_wins_t2,home_losses_t1,home_losses_t2,away_losses_t1,away_losses_t2,home_draws_t1,home_draws_t2,away_draws_t1,away_draws_t2,rank_position_t1,rank_position_t2,wins_streak_t1,wins_streak_t2,draws_streak_t1,draws_streak_t2,losses_streak_t1,losses_streak_t2
2002,8,team_1,Celta,Real Betis,team_1,5,4,13,11,2,4,1,1,0,0,0,1,1,0,3,1,5,1,0,1,3,0,0,0
2002,9,team_1,Málaga,Barcelona,draw,11,6,10,13,1,2,1,2,2,0,1,1,1,2,2,1,17,4,1,0,0,1,0,0
2002,9,team_1,R. Sociedad,Osasuna,team_1,16,9,7,4,0,1,0,2,2,2,4,1,2,1,0,1,20,11,0,0,0,0,1,1
2002,9,team_1,Deportivo,Sevilla,team_1,9,12,16,14,2,2,3,1,1,1,0,1,1,1,1,2,1,7,2,0,0,2,0,0
2002,9,team_1,Real Betis,Villarreal,draw,7,7,12,9,4,2,1,2,0,1,2,2,0,1,1,0,2,6,0,0,0,0,1,2
2002,9,team_1,Las Palmas,Athletic,draw,6,12,9,10,2,0,1,3,1,2,3,1,1,2,0,0,14,10,1,0,0,0,0,2
2002,9,team_1,Mallorca,Rayo Vallecano,team_1,12,15,3,8,0,1,1,0,3,3,2,3,1,0,1,1,18,19,0,1,1,0,0,0
2002,9,team_1,Real Valladolid,Alavés,team_2,12,4,10,7,1,2,2,1,2,1,1,1,1,1,1,2,9,8,2,0,0,1,0,0
2002,9,team_1,Real Madrid,Celta,draw,12,6,13,16,2,3,0,1,0,0,3,0,2,1,1,3,16,3,0,1,1,0,0,0
2002,9,team_1,Espanyol,Tenerife,team_1,15,10,10,7,2,2,1,1,1,1,3,3,1,1,0,0,13,15,0,2,0,0,1,0
2002,9,team_1,Valencia,Real Zaragoza,team_1,6,9,9,9,3,1,0,2,0,2,0,1,1,1,4,1,5,12,0,0,1,0,0,1
2002,10,team_1,Villarreal,Real Madrid,team_2,8,13,10,14,2,2,2,0,1,0,2,3,1,3,1,1,7,15,0,0,1,2,0,0
2002,10,team_1,Rayo Vallecano,Deportivo,team_1,18,9,8,17,1,3,0,3,3,1,4,0,0,1,1,1,20,1,0,3,0,0,1,0
2002,10,team_1,Osasuna,Mallorca,team_1,11,12,5,6,1,1,2,1,2,3,2,2,1,1,1,1,12,18,0,1,0,0,2,0
2002,10,team_1,Barcelona,Real Betis,team_1,7,8,14,13,2,4,2,1,0,0,1,2,2,1,2,1,5,4,0,0,2,1,0,0
2002,10,team_1,Tenerife,R. Sociedad,team_2,12,17,7,9,2,1,1,0,1,2,4,4,1,2,0,0,17,19,0,1,0,0,1,0
2002,10,team_1,Alavés,Las Palmas,team_1,5,7,10,10,2,2,2,1,1,1,1,3,1,2,2,0,6,14,1,0,0,1,0,0
2002,10,team_1,Celta,Real Valladolid,draw,7,15,17,11,3,1,1,2,0,3,0,1,1,1,4,1,3,11,0,0,1,0,0,1
2002,10,team_1,Sevilla,Valencia,draw,13,6,14,11,2,4,1,0,1,0,2,0,1,1,2,4,9,2,0,1,0,0,1,0
2002,10,team_1,Real Zaragoza,Málaga,team_2,11,12,9,11,1,1,2,1,2,2,2,1,1,2,1,2,13,16,0,0,0,1,2,0
2002,10,team_1,Athletic,Espanyol,draw,13,15,11,12,0,3,3,1,2,1,1,3,2,1,1,0,10,8,0,1,1,0,0,0
2002,11,team_1,Athletic,Alavés,team_1,14,5,12,11,0,3,3,2,2,1,1,1,3,1,1,2,11,5,0,2,2,0,0,0
2002,11,team_1,Valencia,Rayo Vallecano,team_1,7,19,12,10,4,2,0,0,0,3,0,4,1,0,5,1,3,20,0,1,1,0,0,0
2002,11,team_1,Mallorca,Tenerife,team_1,16,13,6,7,1,2,1,1,3,2,3,4,1,1,1,0,19,17,0,0,0,0,1,2
2002,11,team_1,Málaga,Sevilla,team_2,12,14,13,15,1,2,2,1,2,1,1,2,2,2,2,2,13,12,1,0,0,1,0,0
2002,11,team_1,Espanyol,R. Sociedad,team_2,16,17,13,10,3,1,1,1,1,2,3,4,1,2,1,0,7,18,0,2,1,0,0,0
2002,11,team_1,Deportivo,Osasuna,team_1,11,11,18,9,3,2,3,2,1,2,1,2,1,1,1,1,1,9,0,1,0,0,1,0
2002,11,team_1,Real Betis,Real Zaragoza,team_2,11,13,13,9,4,1,1,2,0,3,3,2,1,1,1,1,6,15,0,0,0,0,1,3
2002,11,team_1,Real Valladolid,Villarreal,team_1,16,11,12,12,1,2,2,2,3,2,1,2,1,1,2,1,14,8,0,0,1,0,0,1
2002,11,team_1,Las Palmas,Celta,team_1,8,8,10,18,2,3,1,1,1,0,4,0,2,2,0,4,16,4,0,0,0,2,1,0
2002,11,team_1,Real Madrid,Barcelona,team_1,15,7,17,17,2,3,1,2,0,0,3,1,3,2,1,2,10,2,1,1,0,0,0,0
2002,12,team_1,Sevilla,Real Betis,draw,15,12,18,13,2,4,2,1,1,1,2,3,2,1,2,1,8,6,1,0,0,0,0,2
2002,12,team_1,Villarreal,Las Palmas,team_1,12,10,12,14,2,3,2,1,2,1,3,4,1,2,1,0,12,15,0,1,0,0,2,0
2002,12,team_1,R. Sociedad,Mallorca,team_2,18,16,12,8,1,2,2,1,2,3,4,3,2,1,0,1,17,18,3,1,0,0,0,0
2002,12,team_1,Rayo Vallecano,Málaga,team_1,21,15,11,14,2,1,0,2,3,3,5,1,0,2,1,2,20,16,0,0,0,0,1,1
2002,12,team_1,Osasuna,Valencia,draw,16,8,10,14,2,5,2,0,2,0,3,0,1,1,1,5,13,2,0,1,0,0,1,0
2002,12,team_1,Celta,Athletic,team_2,12,15,20,14,3,1,1,3,0,2,1,1,2,3,4,1,4,9,0,1,0,0,1,0
2002,12,team_1,Alavés,Espanyol,team_1,7,18,12,14,3,3,2,1,1,2,2,3,1,1,2,1,5,11,0,0,0,0,1,1
2002,12,team_1,Real Zaragoza,Real Madrid,team_1,13,15,10,19,1,3,3,1,3,0,2,3,1,3,1,1,14,7,1,2,0,0,0,0
2002,12,team_1,Tenerife,Deportivo,team_1,15,12,7,23,2,4,1,3,2,1,5,1,1,1,0,1,19,1,0,1,0,0,3,0
2002,12,team_1,Barcelona,Real Valladolid,team_1,9,16,17,13,3,2,2,2,0,3,2,1,2,1,2,2,3,10,0,1,0,0,1,0
2002,13,team_1,Real Madrid,Sevilla,team_1,17,15,20,18,3,2,1,2,0,1,4,2,3,3,1,2,11,8,0,0,0,1,1,0
2002,13,team_1,Deportivo,R. Sociedad,team_1,15,20,24,13,4,1,3,2,1,3,2,4,1,2,1,0,1,19,0,0,0,0,1,1
2002,13,team_1,Las Palmas,Barcelona,draw,12,9,14,21,3,4,1,2,1,0,5,2,2,2,0,2,14,3,0,1,0,0,1,0
2002,13,team_1,Valencia,Tenerife,draw,8,16,14,10,5,3,0,1,0,2,0,5,1,1,6,0,2,18,0,1,1,0,0,0
2002,13,team_1,Málaga,Osasuna,team_1,18,16,14,10,1,2,2,2,3,2,2,3,2,2,2,1,17,12,0,0,0,1,2,0
2002,13,team_1,Espanyol,Mallorca,team_1,20,17,15,10,3,2,1,2,2,3,4,3,1,1,1,1,15,16,0,2,0,0,2,0
2002,13,team_1,Athletic,Villarreal,draw,17,12,17,14,1,3,4,2,2,2,1,3,3,1,1,1,5,10,2,1,0,0,0,0
2002,13,team_1,Alavés,Celta,team_1,8,15,14,22,4,3,2,1,1,1,2,1,1,2,2,4,4,7,1,0,0,0,0,2
2002,13,team_1,Real Valladolid,Real Zaragoza,team_1,20,14,13,12,2,2,2,3,3,3,2,2,1,1,2,1,13,9,0,2,0,0,1,0
2002,13,team_1,Real Betis,Rayo Vallecano,team_1,12,21,13,14,4,3,1,0,1,3,3,5,1,0,2,1,6,20,0,1,1,0,0,0
2002,14,team_1,Barcelona,Athletic,team_2,9,17,21,17,4,1,2,4,0,2,2,1,2,4,3,1,4,6,0,0,1,1,0,0
2002,14,team_1,Villarreal,Alavés,team_1,12,8,14,15,3,5,2,2,2,1,3,2,1,1,2,2,10,2,0,2,1,0,0,0
2002,14,team_1,R. Sociedad,Valencia,team_1,23,8,14,14,1,5,2,0,3,0,5,0,2,2,0,6,19,3,0,0,0,2,2,0
2002,14,team_1,Sevilla,Real Valladolid,team_1,17,20,19,15,2,3,2,2,1,3,3,2,3,1,2,2,11,9,0,1,0,0,1,0
2002,14,team_1,Rayo Vallecano,Real Madrid,team_2,23,18,14,22,3,4,0,1,3,0,6,4,0,3,1,1,20,7,0,1,0,0,1,0
2002,14,team_1,Osasuna,Real Betis,team_2,18,12,11,15,2,5,2,1,2,1,4,3,2,1,1,2,15,5,0,1,0,0,1,0
2002,14,team_1,Celta,Espanyol,team_1,16,21,22,17,3,4,1,1,1,2,2,4,2,1,4,1,8,12,0,1,0,0,3,0
2002,14,team_1,Real Zaragoza,Las Palmas,team_1,16,12,12,14,2,3,3,1,3,1,3,5,1,3,1,0,13,16,0,0,0,1,1,0
2002,14,team_1,Tenerife,Málaga,team_1,16,19,10,16,3,2,1,2,2,3,5,2,1,2,1,2,18,14,0,1,1,0,0,0
2002,14,team_1,Mallorca,Deportivo,team_1,19,16,11,27,2,5,2,3,3,1,4,2,1,1,1,1,17,1,0,1,0,0,1,0
2002,15,team_1,Real Valladolid,Rayo Vallecano,team_1,24,26,15,14,3,3,2,0,3,4,3,6,1,0,2,1,12,20,0,0,0,0,1,2
2002,15,team_1,Málaga,R. Sociedad,team_1,20,23,16,16,2,2,2,2,3,3,3,5,2,2,2,0,16,19,0,1,0,0,1,0
2002,15,team_1,Athletic,Real Zaragoza,team_1,18,17,19,14,1,3,5,3,2,3,1,3,4,1,1,1,6,11,1,1,0,0,0,0
2002,15,team_1,Real Betis,Tenerife,team_1,13,16,17,11,5,4,2,1,1,2,3,5,1,1,2,1,2,15,2,1,0,0,0,0
2002,15,team_1,Las Palmas,Sevilla,team_1,14,17,15,23,3,3,1,2,1,1,6,3,3,3,0,2,18,10,0,1,0,0,1,0
2002,15,team_1,Espanyol,Deportivo,team_1,25,20,18,28,4,5,1,3,2,1,5,3,1,1,1,1,14,1,0,0,0,0,1,1
2002,15,team_1,Real Madrid,Osasuna,team_1,18,20,25,12,4,2,2,2,0,3,4,4,3,2,1,1,7,17,2,0,0,0,0,2
2002,15,team_1,Celta,Villarreal,team_1,17,12,26,15,4,4,1,2,1,2,2,3,2,1,4,2,8,9,1,1,0,0,0,0
2002,15,team_1,Valencia,Mallorca,draw,10,20,14,15,5,3,0,2,0,3,1,4,2,1,6,1,4,13,0,1,0,0,1,0
2002,15,team_1,Alavés,Barcelona,team_1,9,11,15,22,5,4,2,2,1,1,3,2,1,2,2,3,3,5,0,0,0,0,1,1
2002,16,team_1,Sevilla,Athletic,draw,18,19,23,21,3,2,2,5,1,2,4,1,3,4,2,1,11,3,0,2,0,0,1,0
2002,16,team_1,Tenerife,Real Madrid,team_2,17,19,11,27,4,5,1,2,2,0,6,4,1,3,1,1,17,5,0,3,0,0,1,0
2002,16,team_1,Villarreal,Espanyol,draw,15,25,16,19,4,5,2,1,2,2,4,5,1,1,2,1,10,12,0,1,0,0,1,0
2002,16,team_1,R. Sociedad,Real Betis,draw,24,13,16,18,2,6,2,2,3,1,6,3,2,1,0,2,19,1,0,3,0,0,1,0
2002,16,team_1,Rayo Vallecano,Las Palmas,draw,29,14,15,16,3,4,0,1,4,1,7,6,0,3,1,0,20,15,0,1,0,0,3,0
2002,16,team_1,Osasuna,Real Valladolid,team_1,22,25,13,18,2,4,2,2,3,3,5,3,2,1,1,2,18,9,0,1,0,0,3,0
2002,16,team_1,Mallorca,Málaga,draw,21,20,16,17,3,3,2,2,3,3,4,3,1,2,2,2,16,14,0,1,1,0,0,0
2002,16,team_1,Deportivo,Valencia,team_1,21,11,28,15,5,5,3,0,1,0,4,1,1,3,1,6,4,7,0,0,0,1,2,0
2002,16,team_1,Real Zaragoza,Alavés,team_2,19,9,15,17,3,6,3,2,3,1,4,3,1,1,1,2,13,2,0,1,0,0,1,0
2002,16,team_1,Barcelona,Celta,draw,13,18,22,29,4,5,2,1,1,1,3,2,2,2,3,4,8,6,0,2,0,0,2,0
2002,17,team_1,Villarreal,Barcelona,team_2,16,15,17,24,4,4,2,2,2,1,4,3,2,3,2,3,9,8,0,0,1,1,0,0
2002,17,team_1,Real Valladolid,Tenerife,draw,26,19,18,11,4,4,2,1,3,3,4,6,1,1,2,1,12,18,0,0,0,0,1,2
2002,17,team_1,Celta,Real Zaragoza,team_1,20,21,31,15,5,3,1,3,1,4,2,4,2,1,5,1,6,14,0,0,1,0,0,2
2002,17,team_1,Athletic,Rayo Vallecano,draw,22,29,24,15,2,3,5,0,2,4,1,7,4,1,2,1,5,20,0,0,1,1,0,0
2002,17,team_1,Real Betis,Mallorca,team_1,13,22,18,17,6,3,2,2,1,3,3,4,1,2,3,2,3,16,0,0,1,2,0,0
2002,17,team_1,Alavés,Sevilla,team_2,9,21,19,26,6,3,3,2,1,1,3,4,1,4,2,2,1,10,2,0,0,1,0,0
2002,17,team_1,Real Madrid,R. Sociedad,team_1,19,24,29,16,5,2,3,2,0,3,4,6,3,3,1,0,4,19,4,0,0,1,0,0
2002,17,team_1,Málaga,Deportivo,draw,21,21,18,29,3,6,2,3,3,1,3,4,2,1,3,1,13,2,0,1,1,0,0,0
2002,17,team_1,Espanyol,Valencia,team_2,26,12,20,15,5,5,1,0,2,0,5,2,1,3,2,6,11,7,0,0,1,0,0,1
2002,17,team_1,Las Palmas,Osasuna,draw,14,22,16,14,4,3,1,2,1,3,6,5,3,2,1,1,15,17,0,1,1,0,0,0
2002,18,team_1,R. Sociedad,Real Valladolid,team_1,27,26,17,18,2,4,2,2,3,3,7,4,3,2,0,2,19,10,0,0,0,1,1,0
2002,18,team_1,Deportivo,Real Betis,team_1,22,13,30,19,6,7,3,2,1,1,4,3,1,1,2,3,4,1,0,1,1,0,0,0
2002,18,team_1,Sevilla,Celta,team_2,21,20,27,33,3,6,3,1,1,1,4,2,4,2,2,5,9,5,1,1,0,0,0,0
2002,18,team_1,Valencia,Málaga,team_1,14,22,18,19,5,3,1,2,0,3,2,3,3,3,6,3,7,12,1,0,0,2,0,0
2002,18,team_1,Espanyol,Barcelona,team_1,29,15,22,25,5,4,1,3,3,1,5,3,1,3,2,3,13,8,0,1,0,0,1,0
2002,18,team_1,Tenerife,Las Palmas,team_2,19,15,11,17,4,4,1,1,3,1,6,6,1,4,2,1,18,15,0,0,1,2,0,0
2002,18,team_1,Mallorca,Real Madrid,draw,23,20,17,32,3,6,2,3,3,0,5,4,2,3,2,1,17,2,0,5,0,0,1,0
2002,18,team_1,Real Zaragoza,Villarreal,team_1,23,17,15,17,3,4,3,2,4,3,5,4,1,2,1,2,14,11,0,0,0,0,3,1
2002,18,team_1,Osasuna,Athletic,team_2,23,23,15,25,3,2,2,5,3,2,5,1,2,5,2,2,16,6,0,0,1,2,0,0
2002,18,team_1,Rayo Vallecano,Alavés,team_1,30,10,16,19,3,6,0,3,4,2,7,3,1,1,2,2,20,3,0,0,2,0,0,1
2002,19,team_1,Celta,Rayo Vallecano,draw,20,30,34,18,6,4,2,0,1,4,2,7,2,1,5,2,3,20,2,1,0,0,0,0
2002,19,team_1,Villarreal,Sevilla,team_2,20,22,19,27,4,3,2,3,3,2,5,4,2,4,2,2,14,9,0,0,0,0,2,1
2002,19,team_1,Real Madrid,Deportivo,team_1,21,22,33,32,6,7,3,3,0,1,4,4,3,1,2,2,2,1,0,1,1,0,0,0
2002,19,team_1,Las Palmas,R. Sociedad,draw,16,27,20,23,4,3,2,2,1,3,6,7,4,3,1,0,12,19,1,1,0,0,0,0
2002,19,team_1,Málaga,Espanyol,team_1,24,29,20,24,3,6,2,1,3,3,4,5,3,1,3,2,15,10,0,1,0,0,1,0
2002,19,team_1,Athletic,Tenerife,team_2,23,22,26,12,2,4,6,1,2,4,1,6,5,1,2,2,5,18,1,0,0,0,0,1
2002,19,team_1,Real Betis,Valencia,team_2,15,15,19,20,7,6,2,1,1,0,4,2,1,3,3,6,4,6,0,2,0,0,1,0
2002,19,team_1,Real Valladolid,Mallorca,team_1,32,24,18,18,4,3,2,2,3,3,5,5,2,3,2,2,13,16,0,0,0,1,1,0
2002,19,team_1,Alavés,Osasuna,team_2,12,24,19,15,6,3,3,2,2,4,4,5,1,2,2,2,7,17,0,0,0,0,2,1
2002,19,team_1,Barcelona,Real Zaragoza,team_1,17,25,25,18,4,4,3,3,1,4,4,5,3,1,3,1,8,11,0,1,0,0,1,0
2002,20,team_2,Rayo Vallecano,Villarreal,draw,32,22,20,19,4,4,0,2,4,4,7,5,1,2,3,2,20,15,0,0,1,0,0,3
2002,20,team_2,R. Sociedad,Athletic,team_2,27,25,23,27,3,2,2,6,3,3,7,1,3,5,1,2,19,5,0,0,1,0,0,1
2002,20,team_2,Deportivo,Real Valladolid,team_2,25,33,33,20,7,5,3,2,1,3,5,5,1,2,2,2,2,10,0,1,0,0,1,0
2002,20,team_2,Osasuna,Celta,draw,24,22,17,36,3,6,3,2,4,1,5,2,2,3,2,5,16,4,1,0,0,1,0,0
2002,20,team_2,Málaga,Real Betis,draw,24,18,22,20,4,7,2,2,3,2,4,4,3,1,3,3,11,6,1,0,0,0,0,2
2002,20,team_2,Sevilla,Barcelona,team_2,22,17,29,27,3,5,4,3,2,1,4,4,4,3,2,3,9,8,1,1,0,0,0,0
2002,20,team_2,Tenerife,Alavés,team_2,23,14,14,19,4,6,2,3,4,3,6,4,1,1,2,2,17,7,1,0,0,0,0,3
2002,20,team_2,Espanyol,Real Zaragoza,draw,31,27,24,18,6,4,1,3,3,4,6,6,1,1,2,1,13,14,0,0,0,0,1,1
2002,20,team_2,Mallorca,Las Palmas,team_2,26,16,19,20,3,4,2,2,3,1,6,6,3,5,2,1,18,12,0,0,0,1,1,0
2002,20,team_2,Valencia,Real Madrid,team_2,16,22,23,36,6,7,2,3,0,0,2,4,3,3,6,2,3,1,3,1,0,0,0,0
2002,21,team_2,Alavés,R. Sociedad,team_1,14,29,20,24,7,3,3,2,3,3,4,8,1,3,2,1,5,19,1,0,0,0,0,1
2002,21,team_2,Real Madrid,Málaga,draw,22,25,37,23,8,4,3,2,0,3,4,4,3,3,2,4,1,12,2,0,0,1,0,0
2002,21,team_2,Real Zaragoza,Sevilla,team_2,27,25,18,30,4,3,3,4,4,2,6,5,2,4,1,2,14,11,0,0,1,0,0,1
2002,21,team_2,Barcelona,Rayo Vallecano,team_2,18,33,30,21,6,4,3,0,1,4,4,7,3,1,3,4,7,20,2,0,0,2,0,0
2002,21,team_2,Villarreal,Osasuna,draw,23,25,20,18,4,3,2,3,4,4,5,5,3,2,2,3,15,16,0,0,1,1,0,0
2002,21,team_2,Athletic,Mallorca,team_2,26,29,29,20,3,3,6,2,3,3,1,7,5,3,2,2,2,18,1,0,0,0,0,2
2002,21,team_2,Real Betis,Espanyol,draw,19,31,21,24,7,6,2,1,2,3,4,6,2,1,3,3,8,13,0,0,1,1,0,0
2002,21,team_2,Real Valladolid,Valencia,team_1,33,17,23,23,6,6,2,2,3,0,5,3,2,3,2,6,9,4,2,0,0,0,0,1
2002,21,team_2,Celta,Tenerife,draw,23,24,37,14,6,4,2,2,1,4,2,7,4,1,5,2,6,17,0,0,2,0,0,1
2002,21,team_2,Las Palmas,Deportivo,team_2,17,28,23,33,5,7,2,3,1,1,6,6,5,1,1,2,10,3,1,0,0,0,0,2
2002,22,team_2,R. Sociedad,Celta,team_2,31,24,25,38,3,6,2,2,4,1,8,2,3,4,1,6,20,4,0,0,0,3,2,0
2002,22,team_2,Valencia,Las Palmas,team_1,19,18,24,23,6,5,2,2,1,1,3,7,3,5,6,1,6,11,0,0,0,0,2,1
2002,22,team_2,Tenerife,Villarreal,team_2,25,25,15,22,4,4,2,2,4,4,7,5,2,3,2,3,18,14,0,0,1,2,0,0
2002,22,team_2,Málaga,Real Valladolid,draw,26,34,24,25,4,6,2,3,3,3,4,5,4,2,4,2,12,9,0,3,2,0,0,0
2002,22,team_2,Espanyol,Sevilla,team_2,32,27,25,34,6,4,1,4,3,2,6,5,2,4,3,2,13,10,0,1,2,0,0,0
2002,22,team_2,Rayo Vallecano,Real Zaragoza,team_2,34,31,23,20,5,4,0,3,4,4,7,7,1,2,4,1,19,16,1,0,0,0,0,1
2002,22,team_2,Deportivo,Athletic,draw,28,29,34,29,8,3,3,6,1,3,6,2,1,5,2,2,3,5,1,0,0,0,0,1
2002,22,team_2,Osasuna,Barcelona,team_1,27,20,20,31,3,6,3,3,4,1,5,5,3,3,3,3,15,7,0,0,2,0,0,1
2002,22,team_2,Mallorca,Alavés,team_1,29,15,23,22,4,7,2,4,3,3,7,4,3,1,2,2,17,2,1,2,0,0,0,0
2002,22,team_2,Real Betis,Real Madrid,draw,20,23,22,38,7,8,2,3,2,0,4,4,2,3,4,3,8,1,0,0,2,1,0,0
2002,23,team_2,Villarreal,R. Sociedad,team_2,26,34,24,26,5,3,2,2,4,4,5,9,3,3,3,1,12,20,1,0,0,0,0,3
2002,23,team_2,Celta,Mallorca,team_1,25,29,41,27,7,4,2,3,1,3,2,7,4,3,6,2,3,16,1,2,0,0,0,0
2002,23,team_2,Alavés,Deportivo,team_1,19,29,22,35,7,8,4,3,4,1,4,6,1,1,2,3,5,2,0,0,0,1,1,0
2002,23,team_2,Sevilla,Rayo Vallecano,team_2,27,37,37,25,5,5,4,0,2,4,5,8,4,1,2,4,9,19,2,0,0,0,0,1
2002,23,team_2,Barcelona,Tenerife,team_1,21,27,31,16,6,4,3,2,2,4,5,8,3,2,3,2,8,18,0,0,0,0,2,1
2002,23,team_2,Real Zaragoza,Osasuna,draw,33,27,23,21,5,3,3,4,4,4,7,5,2,3,1,3,14,13,1,1,0,0,0,0
2002,23,team_2,Las Palmas,Málaga,draw,19,26,23,24,5,4,2,2,2,3,7,4,5,4,1,5,15,11,0,0,0,3,2,0
2002,23,team_2,Real Madrid,Espanyol,team_2,24,35,39,25,8,6,3,1,0,3,4,7,4,2,3,3,1,17,0,0,2,0,0,1
2002,23,team_2,Real Valladolid,Real Betis,team_2,34,21,25,23,6,7,3,2,3,2,5,4,3,2,2,5,10,7,0,0,1,3,0,0
2002,23,team_2,Athletic,Valencia,team_2,30,19,30,25,3,6,6,3,3,1,2,3,6,3,2,6,6,4,0,1,1,0,0,0
2002,24,team_2,Deportivo,Celta,team_1,30,25,35,42,8,7,3,3,2,1,6,2,1,4,3,6,5,2,0,2,0,0,1,0
2002,24,team_2,Málaga,Athletic,team_2,27,32,25,31,4,3,2,6,3,3,4,3,5,6,5,2,12,8,0,0,4,0,0,1
2002,24,team_2,Valencia,Alavés,team_1,20,19,27,23,7,7,3,5,1,4,3,4,3,1,6,2,3,4,2,1,0,0,0,0
2002,24,team_2,Mallorca,Villarreal,team_2,30,28,27,25,4,5,3,2,4,4,7,6,3,3,2,3,17,16,0,0,0,0,1,1
2002,24,team_2,Real Madrid,Real Valladolid,team_2,26,36,40,25,8,6,3,3,0,3,5,6,4,3,3,2,1,10,0,0,0,0,1,1
2002,24,team_2,Osasuna,Sevilla,draw,27,29,21,38,3,5,4,4,4,2,5,6,4,4,3,2,13,9,0,0,1,0,0,1
2002,24,team_2,Espanyol,Rayo Vallecano,draw,36,38,27,27,7,6,1,0,3,4,7,8,2,1,3,4,11,18,1,1,0,0,0,0
2002,24,team_2,R. Sociedad,Barcelona,team_2,35,21,28,37,4,6,2,4,4,2,9,5,3,3,1,3,20,7,1,1,0,0,0,0
2002,24,team_2,Tenerife,Real Zaragoza,draw,33,33,16,23,4,5,2,3,5,4,8,7,2,2,2,2,19,14,0,0,0,1,2,0
2002,24,team_2,Real Betis,Las Palmas,draw,21,20,25,24,8,5,2,2,2,2,4,7,2,5,5,2,6,15,1,0,0,1,0,0
2002,25,team_2,Barcelona,Mallorca,draw,21,32,39,28,7,4,4,3,2,4,5,8,3,3,3,2,6,17,2,0,0,0,0,2
2002,25,team_2,Celta,Valencia,draw,27,21,42,29,7,7,3,4,2,1,2,3,4,3,6,6,4,1,0,3,0,0,1,0
2002,25,team_2,Real Zaragoza,R. Sociedad,team_2,34,37,24,28,5,4,3,2,4,4,7,10,3,3,2,1,14,20,0,0,2,0,0,1
2002,25,team_2,Las Palmas,Real Madrid,team_2,20,28,24,41,5,8,2,3,2,0,7,6,6,4,2,3,15,3,0,0,2,0,0,2
2002,25,team_2,Rayo Vallecano,Osasuna,team_2,40,27,29,21,6,3,0,4,4,4,8,5,2,4,4,4,18,13,0,0,1,2,0,0
2002,25,team_2,Alavés,Málaga,team_2,21,30,24,27,7,4,5,2,5,3,4,5,1,5,2,5,5,16,0,0,0,0,1,1
2002,25,team_2,Real Valladolid,Espanyol,team_2,37,38,27,29,7,7,3,1,3,3,6,7,3,2,2,4,9,11,1,0,0,1,0,0
2002,25,team_2,Villarreal,Deportivo,draw,29,30,27,37,6,8,2,4,4,2,6,6,3,1,3,3,12,2,1,1,0,0,0,0
2002,25,team_2,Sevilla,Tenerife,draw,29,34,38,17,5,4,4,2,2,5,6,8,5,2,2,3,10,19,0,0,1,1,0,0
2002,25,team_2,Athletic,Real Betis,draw,34,21,34,25,4,8,6,2,3,2,3,4,6,2,2,6,8,7,1,0,0,1,0,0
2002,26,team_2,Real Madrid,Athletic,team_2,28,35,48,35,9,4,3,6,0,3,6,3,4,6,3,3,1,7,1,0,0,1,0,0
2002,26,team_2,Valencia,Villarreal,draw,21,29,29,27,7,6,4,2,1,4,3,6,4,3,6,4,2,14,0,0,1,1,0,0
2002,26,team_2,Deportivo,Barcelona,team_2,30,21,37,39,8,7,4,4,2,2,6,5,2,3,3,4,3,5,0,0,1,1,0,0
2002,26,team_2,R. Sociedad,Sevilla,team_1,38,30,31,39,5,5,2,4,4,2,10,6,3,5,1,3,18,9,1,0,0,2,0,0
2002,26,team_2,Tenerife,Rayo Vallecano,team_2,35,41,18,29,4,6,2,0,5,4,8,9,3,2,3,4,20,19,0,0,2,0,0,1
2002,26,team_2,Espanyol,Osasuna,draw,38,27,30,22,8,4,1,4,3,4,7,5,2,4,4,4,11,12,1,1,0,0,0,0
2002,26,team_2,Mallorca,Real Zaragoza,team_2,32,37,28,25,4,5,3,3,4,4,8,8,4,3,2,2,17,15,0,0,1,0,0,1
2002,26,team_2,Real Betis,Alavés,team_1,22,22,26,24,8,7,2,5,2,5,4,5,3,1,6,2,6,8,0,0,2,0,0,2
2002,26,team_2,Real Valladolid,Las Palmas,draw,38,27,27,24,7,5,3,2,3,2,7,8,3,6,2,2,10,16,0,0,0,0,1,1
2002,26,team_2,Málaga,Celta,draw,30,27,28,42,5,7,2,3,3,2,5,2,5,4,5,7,13,4,1,0,0,1,0,0
2002,27,team_2,Alavés,Real Madrid,team_2,23,30,24,49,7,9,5,3,6,0,5,7,1,4,2,3,8,2,0,0,0,0,3,1
2002,27,team_2,Real Zaragoza,Deportivo,team_2,37,33,26,39,6,8,3,4,4,2,8,7,3,2,2,3,15,7,1,0,0,0,0,1
2002,27,team_2,Barcelona,Valencia,team_2,23,22,42,30,8,7,4,4,2,1,5,3,3,4,4,7,3,1,1,0,0,2,0,0
2002,27,team_2,Rayo Vallecano,R. Sociedad,draw,41,38,31,32,7,5,0,3,4,4,9,10,2,3,4,1,19,17,1,2,0,0,0,0
2002,27,team_2,Sevilla,Mallorca,team_1,31,33,39,28,5,4,4,3,3,4,6,9,5,4,3,2,10,18,0,0,0,0,1,1
2002,27,team_2,Villarreal,Málaga,team_2,30,30,28,28,6,5,2,2,4,3,6,5,4,5,4,6,14,13,0,0,2,1,0,0
